,activity,name,location,type,unit,code
4839,3136,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",IE,process,ton,"IE-Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
4840,4124,Mining of iron ores,MT,process,ton,MT-Mining of iron ores
4841,1316,Cultivation of oil seeds,CZ,process,ton,CZ-Cultivation of oil seeds
4842,7037,"Composting of food waste, incl. land application",US,process,ton,"US-Composting of food waste, incl. land application"
4843,3729,Other land transport,LV,process,Meuro,LV-Other land transport
4844,5728,"Waste water treatment, other",SI,process,ton,"SI-Waste water treatment, other"
4845,4219,Hotels and restaurants,MT,process,Meuro,MT-Hotels and restaurants (55)
4846,7028,Incineration of waste: Paper,US,process,ton,US-Incineration of waste: Paper
4847,5716,Incineration of waste: Paper,SI,process,ton,SI-Incineration of waste: Paper
4848,1890,Manufacture of office machinery and computers,FI,process,ton,FI-Manufacture of office machinery and computers (30)
4849,6308,Re-processing of secondary aluminium into new aluminium,SE,process,ton,SE-Re-processing of secondary aluminium into new aluminium
4850,150,"Composting of paper and wood, incl. land application",AU,process,ton,"AU-Composting of paper and wood, incl. land application"
4851,1179,Quarrying of stone,CY,process,ton,CY-Quarrying of stone
4852,2001,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",FR,process,ton,"FR-Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
4853,7253,Production of meat products nec,WL,process,ton,WL-Production of meat products nec
4854,4277,Raw milk,MX,process,ton,MX-Raw milk
4855,2250,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",DE,process,Meuro,"DE-Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
4856,1529,Paper,DK,process,ton,DK-Paper
4857,3357,"Lead, zinc and tin production",IT,process,ton,"IT-Lead, zinc and tin production"
4858,1620,Incineration of waste: Wood,DK,process,ton,DK-Incineration of waste: Wood
4859,5835,Production of electricity by coal,ZA,process,TJ,ZA-Production of electricity by coal
4860,4764,Cattle farming,PL,process,ton,PL-Cattle farming
4861,784,"Financial intermediation, except insurance and pension funding",BG,process,Meuro,"BG-Financial intermediation, except insurance and pension funding (65)"
4862,5848,Distribution and trade of electricity,ZA,process,Meuro,ZA-Distribution and trade of electricity
4863,7059,Cultivation of crops nec,WA,process,ton,WA-Cultivation of crops nec
4864,741,Manufacture of machinery and equipment n.e.c.,BG,process,ton,BG-Manufacture of machinery and equipment n.e.c. (29)
4865,2023,Manufacture of coke oven products,FR,process,ton,FR-Manufacture of coke oven products
4866,6713,Landfill of waste: Food,TR,process,ton,TR-Landfill of waste: Food
4867,39,Processing of dairy products,AU,process,ton,AU-Processing of dairy products
4868,5689,Construction,SI,process,Meuro,SI-Construction (45)
4869,6692,Renting of machinery and equipment without operator and of personal and household goods,TR,process,Meuro,TR-Renting of machinery and equipment without operator and of personal and household goods (71)
4870,3704,Production of electricity by gas,LV,process,TJ,LV-Production of electricity by gas
4871,5383,Other business activities,RU,process,Meuro,RU-Other business activities (74)
4872,4089,Landfill of waste: Food,LU,process,ton,LU-Landfill of waste: Food
4873,4141,Sugar refining,MT,process,ton,MT-Sugar refining
4874,391,Manufacture of rubber and plastic products,BE,process,ton,BE-Manufacture of rubber and plastic products (25)
4875,1518,Processing of Food products nec,DK,process,ton,DK-Processing of Food products nec
4876,5432,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",SK,process,ton,"SK-Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
4877,4586,Landfill of waste: Wood,NL,process,ton,NL-Landfill of waste: Wood
4878,7525,Incineration of waste: Oil/Hazardous waste,WE,process,ton,WE-Incineration of waste: Oil/Hazardous waste
4879,7418,Processing vegetable oils and fats,WE,process,ton,WE-Processing vegetable oils and fats
4880,5279,Quarrying of stone,RU,process,ton,RU-Quarrying of stone
4881,6059,Landfill of waste: Plastic,KR,process,ton,KR-Landfill of waste: Plastic
